winter	year	nb_in_report	nb_in_fig1	social_status	territory	county	country	NA	X	Y	name_in_Olof_file	ID_M	ID_F	F	abreviation_pedigree	date_collaring_M	date_collaring_F	marked_date_M	Last_radio_contact_M	marked_date_F	Last_radio_contact_F	territory	ID_M	ID_F	F	abreviation_pedigree	Birth_territory_male	Birth_territory_female	Birth_date_male	birth_date_female	F_male	F_female	Birth_date_male_(Olle)	birth_date_female_(Olle)	Komment	Death_Causes	ID_of_the_dead_one	Management_decisions_	Turnover_during_the_winter	Year_of_established_pairing	Left	Repr_ngn_gang	repro(green_color)_	First_litter	digit_min	digit_max	First_repro_(yellow)	Pair(letterP)	Blood_(b)_	Radio_collar(red)	pair_intact_end_winter_	Immigrants_status	Line	remarks																																																									
2011/12	2011	NA	6	pack	Dals_Ed-Halden	NA	NS	NA	6567162	309273	Dals_Ed-Halden_6/Linnekleppen	G71-10	G1-08	0.263123	DE6	NA	NA	NA	NA	NA	NA	Dals_Ed-Halden_6/Linnekleppen	G71-10	G1-08	0.263123	DE6	Ulr2	DE4	NA	2006	0.214844	0.290039	NA	NA	NA	0	0	0	0	2011	NA	1	0	NA	3	3	0	0	0	0	1																																																												
2011/12	2011	NA	49	scent_marking_pair	Digerberget	Dalarna	S	1112	6731255	482104	Digerberget_(Sangen_norra)	G83-12	G80-11	0.2497	Dig	NA	NA	NA	NA	NA	NA	Digerberget_(Sangen_norra)	G83-12	G80-11	0.249695	Dig	Sle	Gim	2010	2010	0.298248	0.4104	NA	NA	NA	0	0	0	0	2011	0	1	0	NA	0	0	0	1	0	0	1																																																												
2002/03	2002	4.3.4.	12	scent_marking_pair	Djurskog	Varmland/ostfold/Akershus/Hedmark	NS	0203	6623183	328167	Djurskog_1	M-03-06	M-02-09	0.2354	Dju1	2003-03-05	2002-01-27	2003-03-05	2005-08-02	2002-01-27	2005-03-12	Djurskog_1	M-03-06	M-02-09	0.235352	Dju1	Fur	arj	NA	2001	0.1875	0.234375	NA	NA	NA	0	0	0	0	2002	NA	1	0	NA	0	0	0	1	1	1	1																																																												
2003/04	2003	NA	4	pack	Djurskog	NA	NS	NA	6623864	328701	Djurskog_1	M-03-06	M-02-09	0.2354	Dju1	2004-01-30	2003-03-05	2003-03-05	2005-08-02	2002-01-27	2005-03-12	Djurskog_1	M-03-06	M-02-09	0.235352	Dju1	Fur	arj	NA	2001	0.1875	0.234375	NA	NA	NA	0	0	0	0	2002	NA	1	1	1	5	0	1	0	0	1	1																																																												
2004/05	2004	NA	3	pack	Djurskog	NA	NS	NA	6623946	328440	Djurskog_1	M-03-06	M-02-09	0.2354	Dju1	2004-01-30	2004-01-26	2003-03-05	2005-08-02	2002-01-27	2005-03-12	Djurskog_1	M-03-06	M-02-09	0.235352	Dju1	Fur	arj	NA	2001	0.1875	0.234375	NA	NA	NA	0	0	0	0	2002	NA	1	1	0	8	9	0	0	0	1	0																																																												
2005/06	2005	NA	5	pack	Djurskog	NA	NS	NA	6620008	328214	Djurskog_1	M-03-06	M-02-09	0.2354	Dju1	2004-01-30	2004-01-26	2003-03-05	2005-08-02	2002-01-27	2005-03-12	Djurskog_1	M-03-06	M-02-09	0.235352	Dju1	Fur	arj	NA	2001	0.1875	0.234375	NA	NA	NA	illegaly_hunting_likely	M-02-09	F	0	2002	2	1	0	0	4	4	0	1	1	0	1																																																												
2010/11	2010	4.3.28.	59	scent_marking_pair	Djurskog	Varmland/ostfold	NS	1011	6611083	315300	Djurskog_3	G22-12	G12-10	0.138916	Dju3	NA	NA	NA	NA	NA	NA	Djurskog_3	G22-12	G12-10	0.138916	Dju3	Lov2	Gal	NA	NA	0.276367	0	NA	2008	NA	0	0	0	0	2010	NA	1	0	NA	2	3	0	1	0	0	1	F1	Ga																																																										
2011/12	2011	NA	30	pack	Djurskog	NA	S	NA	6610576	329031	Djurskog_3	G22-12	G12-10	0.138916	Dju3	NA	NA	NA	NA	NA	NA	Djurskog_3	G22-12	G12-10	0.138916	Dju3	Lov2	Gal	NA	NA	0.276367	0	NA	2008	NA	0	0	0	0	2010	NA	1	0	1	1	0	0	0	0	0	0	F1	Ga																																																										
2011/12	2011	NA	45	scent_marking_pair	Draggen	Dalarna	S	1112	6764730	491082	Draggen_(S_Siljansring)	G81-10	G30-12	0.1411	Drag	NA	NA	NA	NA	NA	NA	Draggen_(S_Siljansring)	G81-10	G30-12	0.1411	Drag	Gal	Sil	NA	NA	0	0.227051	NA	NA	NA	0	0	0	0	2011	NA	NA	0	NA	0	0	0	1	0	0	1	F1	Ga																																																										
2011/12	2011	NA	36	scent_marking_pair	Drevfjallet	Dalarna/Hedmark	NS	1112	6862840	360166	Drevfjallet	G3-11	G1-12	0.273834	Drev	NA	NA	NA	NA	NA	NA	Drevfjallet	G3-11	G1-12	0.273834	Drev	Klot	Kors2	NA	NA	0.299316	0.241699	NA	NA	NA	Culling	G3-11;G1-12	MF	0	2011	NA	NA	0	NA	0	0	0	1	0	0	1			Male_D-12-22__Female_M-12-03_Both_shot_2012-04-19._The_bitch_had_five_fetuses																																																									
2006/07	2006	4.3.14.	31	scent_marking_pair	Edsleskog	Vastra_Gotaland/Varmland	S_	0607	6543788	355993	Edsleskog	G03-07	G20-07	0.2705	Eds	NA	NA	NA	NA	NA	NA	Edsleskog	G3-07	G20-07	0.2705	Eds	Ny5	Gra1	NA	NA	0.269531	0.267578	NA	NA	NA	0	0	0	0	2006	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2007/08	2007	NA	20	pack	Edsleskog	NA	S	NA	6553030	350714	Edsleskog	G03-07	G20-07	0.2705	Eds	NA	NA	NA	NA	NA	NA	Edsleskog	G3-07	G20-07	0.2705	Eds	Ny5	Gra1	NA	NA	0.269531	0.267578	NA	NA	NA	0	0	0	0	2006	NA	1	1	1	3	0	1	0	1	0	1																																																												
2010/11	2010	4.3.3.	34	scent_marking_pair	Eidskog	Hedmark/Akershus	N	1011	6655675	327111	Eidskog	G111-10	M-09-02	0.153625	Eid	NA	2010-03-10	NA	NA	2008-12-07	2010-05-23	Eidskog	G111-10	M-09-02	0.153625	Eid	DE5	Gal	NA	2008	0.256958	0	NA	NA	NA	0	0	0	0	2010	NA	NA	0	NA	0	0	0	1	1	0	1			Tiken_M-09-02_born_in_Galven._Winter_11/12_is_not_the_couple_left																																																									
2011/12	2011	NA	44	scent_marking_pair	Fenningsan	Dalarna	S	1112	6765558	411726	Fenningsan	G78-12	G17-13	0.335052	Fna	NA	NA	NA	NA	NA	NA	Fenningsan	G78-12	G17-13	0.335052	Fna	Klot	Gos	NA	NA	0.299316	0.279175	NA	NA	NA	0	0	0	0	2011	NA	1	0	NA	0	0	0	1	0	0	1																																																												
1997/98	1997	NA	NA	scent_marking_pair	Filipstad	NA	NA	NA	6634438	454660	Filipstad	G4-03	G5-03	0.2813	Fil	NA	NA	NA	NA	NA	NA	Filipstad	G4-03	G5-03	0.28125	Fil	Hag1	Ny4b	NA	NA	0.125	0.375	2004	NA	NA	0	0	0	0	1997	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA																																																												
1998/99	1998	NA	3	pack	Filipstad	NA	S	NA	6634438	454660	Filipstad	G4-03	G5-03	0.2813	Fil	NA	NA	NA	NA	NA	NA	Filipstad	G4-03	G5-03	0.28125	Fil	Hag1	Ny4b	NA	NA	0.125	0.375	2004	NA	NA	0	0	0	0	1997	NA	1	1	1	5	5	1	0	0	1	1																																																												
1999/00	1999	NA	2	pack	Filipstad	NA	S	NA	6631098	436675	Filipstad	G4-03	G5-03	0.2813	Fil	NA	NA	NA	NA	NA	NA	Filipstad	G4-03	G5-03	0.28125	Fil	Hag1	Ny4b	NA	NA	0.125	0.375	2004	NA	NA	0	0	0	0	1997	NA	1	1	0	5	5	1	0	0	1	1																																																												
2000/01	2000	NA	10	pack	Filipstad	NA	S	NA	6615972	440488	Filipstad	G4-03	G5-03	0.2813	Fil	NA	NA	NA	NA	NA	NA	Filipstad	G4-03	G5-03	0.28125	Fil	Hag1	Ny4b	NA	NA	0.125	0.375	2004	NA	NA	0	0	0	0	1997	NA	1	1	0	6	6	NA	0	1	0	1																																																												
2001/02	2001	NA	9	pack	Filipstad	NA	S	NA	6633539	437708	Filipstad	G4-03	G5-03	0.2813	Fil	NA	NA	NA	NA	NA	NA	Filipstad	G4-03	G5-03	0.28125	Fil	Hag1	Ny4b	NA	NA	0.125	0.375	2004	NA	NA	0	0	0	0	1997	NA	1	1	0	6	7	0	0	1	0	1																																																												
2002/03	2002	NA	7	pack	Filipstad	NA	S	NA	6637324	437637	Filipstad	G4-03	G5-03	0.2813	Fil	NA	NA	NA	NA	NA	NA	Filipstad	G4-03	G5-03	0.28125	Fil	Hag1	Ny4b	NA	NA	0.125	0.375	2004	NA	NA	0	0	0	0	1997	NA	1	1	0	6	7	0	0	1	0	1																																																												
2003/04	2003	NA	8	pack	Filipstad	NA	S	NA	6634289	442608	Filipstad	G4-03	G5-03	0.2813	Fil	NA	NA	NA	NA	NA	NA	Filipstad	G4-03	G5-03	0.28125	Fil	Hag1	Ny4b	NA	NA	0.125	0.375	2004	NA	NA	0	0	0	0	1997	NA	1	1	0	7	7	0	0	0	0	0			"The_7_included_the_alpha_pair,_menosakert_if_the_pair_was_intact_at_the_end_of_the_winter"																																																									
2010/11	2010	4.3.11.	42	scent_marking_pair	Fjatdalen	Dalarna/Jamtland	S	1011	6862661	408748	Fjatdalen	D-10-70	D-10-71	NA	Fja	NA	NA	NA	NA	NA	NA	Fjatdalen	D-10-70	D-10-71	?	Fja	Osd2	Ful1	NA	NA	0.277832	0.261963	NA	NA	NA	culling	D-10-71;_D-10-70	MF	0	2010	NA	NA	0	NA	0	0	0	1	0	0	0			The_pair_shot_2010-12-04_on_culling																																																									
2004/05	2004	4.3.14.	28	scent_marking_pair	Forshyttan	Varmland	S	0405	6621347	441368	Forshyttan	M-05-05	M-05-09	0.3682	Fh	2005-03-15	2005-03-19	2005-03-15	2005-08-29	2005-03-19	2005-05-26	Forshyttan	M-05-05	M-05-09	0.368164	Fh	Y	Fil	2003	2003	0.296875	0.28125	NA	NA	Male_has_reconstructed_parents	hunting_license	M-05-05	M	0	2004	NA	1	0	NA	0	0	0	1	1	1	1																																																												
2007/08	2007	4.3.7.	28	scent_marking_pair	Fulufjallet	Dalarna	S_	0708	6816251	394575	Fulufjallet_1	M-09-04	M-09-06	0.261963	Ful1	2008-12-10	2009-01-21	2008-12-07	2010-08-23	2009-01-21	2010-10-18	Fulufjallet_1	M-09-04	M-09-06	0.261963	Ful1	Julu2	Gra1	2004	NA	0.290527	0.267578	NA	NA	NA	0	0	0	0	2007	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2008/09	2008	NA	7	pack	Fulufjellet	NA	S	NA	6809911	396892	Fulufjallet_1	M-09-04	M-09-06	0.261963	Ful1	2008-12-10	2009-01-21	2008-12-07	2010-08-23	2009-01-21	2010-10-18	Fulufjallet_1	M-09-04	M-09-06	0.261963	Ful1	Julu2	Gra1	2004	NA	0.290527	0.267578	NA	NA	NA	0	0	0	0	2007	NA	1	1	1	6	0	1	0	1	1	1																																																												
2009/10	2009	NA	4	pack	Fulufjellet	NA	NS	NA	6813690	393057	Fulufjallet_1	M-09-04	M-09-06	0.261963	Ful1	2010-03-16	2010-03-17	2008-12-07	2010-08-23	2009-01-21	2010-10-18	Fulufjallet_1	M-09-04	M-09-06	0.261963	Ful1	Julu2	Gra1	2004	NA	0.290527	0.267578	NA	NA	NA	0	0	0	0	2007	NA	1	1	0	9	10	0	0	1	1	1																																																												
2010/11	2010	NA	8	pack	Fulufjallet	NA	S	NA	6818166	396548	Fulufjallet_1	M-09-04	M-09-06	0.261963	Ful1	2010-03-16	2010-03-17	2008-12-07	2010-08-23	2009-01-21	2010-10-18	Fulufjallet_1	M-09-04	M-09-06	0.261963	Ful1	Julu2	Gra1	2004	NA	0.290527	0.267578	NA	NA	NA	hunting_license	M-09-04	M	0	2007	1	1	1	0	6	6	0	0	1	1	0																																																												
2011/12	2011	NA	10	pack	Fulufjellet	NA	S	NA	6824308	391854	Fulufjallet_2	G51-12	M-09-06	0.2866	Ful2	NA	2010-03-17	NA	NA	2009-01-21	2010-10-18	Fulufjallet_2	G51-12	M-09-06	0.286621	Ful2	Jang5	Gra1	2010	NA	0.297363	0.267578	2010	NA	NA	0	0	0	0	2011	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2000/01	2000	4.3.3	15	scent_marking_pair	Furudal	Dalarna/Gavleborg	S	0001	6795239	511014	Furudal	G1-03	D-04-13	0.1875	Fur	NA	NA	NA	NA	NA	NA	Furudal	G1-03	D-04-13	0.1875	Fur	Kop1	Gh	NA	1993	0.234375	0	NA	NA	NA	0	0	0	0	2000	NA	1	0	NA	0	0	NA	1	1	0	1																																																												
2001/02	2001	NA	6	pack	Furudal	NA	S	NA	6791592	508872	Furudal	G1-03	D-04-13	0.1875	Fur	NA	NA	NA	NA	NA	NA	Furudal	G1-03	D-04-13	0.1875	Fur	Kop1	Gh	NA	1993	0.234375	0	NA	NA	NA	0	0	0	0	2000	NA	1	1	1	9	9	1	0	1	0	1																																																												
2002/03	2002	NA	5	pack	Furudal	NA	S	NA	6797077	514564	Furudal	G1-03	D-04-13	0.1875	Fur	NA	NA	NA	NA	NA	NA	Furudal	G1-03	D-04-13	0.1875	Fur	Kop1	Gh	NA	1993	0.234375	0	NA	NA	NA	0	0	0	0	2000	NA	1	1	0	11	11	0	0	1	0	1																																																												
2003/04	2003	NA	6	pack	Furudal	NA	S	NA	6779491	515250	Furudal	G1-03	D-04-13	0.1875	Fur	NA	NA	NA	NA	NA	NA	Furudal	G1-03	D-04-13	0.1875	Fur	Kop1	Gh	NA	1993	0.234375	0	NA	NA	NA	0	0	0	0	2000	NA	1	1	0	10	11	0	0	0	0	1																																																												
2004/05	2004	NA	5	pack	Furudal	NA	S	NA	6783773	509981	Furudal	G1-03	D-04-13	0.1875	Fur	NA	NA	NA	NA	NA	NA	Furudal	G1-03	D-04-13	0.1875	Fur	Kop1	Gh	NA	1993	0.234375	0	NA	NA	NA	Emergency	D-04-13	F	0	2000	0	1	1	0	9	9	0	0	0	0	0			Tiken_skjuten_i_okotober._Under_storre_delen_av_vintern_end_8_ungdjur_sparade																																																									
2009/10	2009	4.3.19.	47	scent_marking_pair	Farna	Vastmanland	S	0910	6633611	549005	Farna	M-10-07	M-10-08	0.2974	Far	2010-02-12	2010-02-12	2010-02-12	2010-04-23	2010-02-12	2010-08-25	Farna	M-10-07	M-10-08	0.297363	Far	Jang4	Lok1	2009	NA	0.429688	0.26709	NA	NA	NA	0	0	0	0	2009	NA	1	0	NA	0	0	0	1	1	1	1																																																												
2010/11	2010	NA	27	pack	Farna	NA	S	NA	6624309	554783	Farna	M-10-07	M-10-08	0.2974	Far	2010-02-12	2010-02-12	2010-02-12	2010-04-23	2010-02-12	2010-08-25	Farna	M-10-07	M-10-08	0.297363	Far	Jang4	Lok1	2009	NA	0.429688	0.26709	NA	NA	NA	0	0	0	0	2009	NA	1	1	1	4	4	1	0	1	1	1			3_pups_in_the_den																																																									
2011/12	2011	NA	26	pack	Farna	NA	S	NA	6625795	548075	Farna	M-10-07	M-10-08	0.2974	Far	2010-02-12	2010-02-12	2010-02-12	2010-04-23	2010-02-12	2010-08-25	Farna	M-10-07	M-10-08	0.297363	Far	Jang4	Lok1	2009	NA	0.429688	0.26709	NA	NA	NA	0	0	0	0	2009	NA	1	1	0	5	5	0	0	0	0	1			3_puppies_identified_in_the_territory_this_season																																																									
2007/08	2007	4.3.8.	29	scent_marking_pair	Galven	Gavleborg	S_	0708	6814923	560631	Galven	M-09-03	M-09-14	0.0000	Gal	2008-12-07	2009-02-09	2008-12-07	2009-12-16	2009-02-09	2009-09-02	Galven	M-09-03	M-09-14	0	Gal	(immigrant)	Vox	NA	NA	NA	0.292969	NA	NA	NA	0	0	0	0	2007	NA	1	0	NA	0	0	0	1	0	0	1	Im	Ga																																																										
2008/09	2008	NA	6	pack	Galven	NA	S	NA	6825322	543909	Galven	M-09-03	M-09-14	0.0000	Gal	2008-12-07	2009-02-09	2008-12-07	2009-12-16	2009-02-09	2009-09-02	Galven	M-09-03	M-09-14	0	Gal	(immigrant)	Vox	NA	NA	NA	0.292969	NA	NA	NA	0	0	0	0	2007	NA	1	1	1	7	8	1	0	1	1	1	Im	Ga																																																										
2009/10	2009	NA	9	pack	Galven	NA	S	NA	6826101	551768	Galven	M-09-03	M-09-14	0.0000	Gal	2008-12-07	2009-02-09	2008-12-07	2009-12-16	2009-02-09	2009-09-02	Galven	M-09-03	M-09-14	0	Gal	(immigrant)	Vox	NA	NA	NA	0.292969	NA	NA	NA	0	0	0	0	2007	NA	1	1	0	7	7	0	0	0	1	1	Im	Ga																																																										
2010/11	2010	NA	9	pack	Galven	NA	S	NA	6828077	549013	Galven	M-09-03	M-09-14	0.0000	Gal	2008-12-07	2009-02-09	2008-12-07	2009-12-16	2009-02-09	2009-09-02	Galven	M-09-03	M-09-14	0	Gal	(immigrant)	Vox	NA	NA	NA	0.292969	NA	NA	NA	0	0	0	0	2007	2	1	1	0	6	0	0	0	0	0	0	Im	Ga	Tiken_M09-14_away_in_the_autumn																																																									
2009/10	2009	4.3.22.	50	scent_marking_pair	Gimmen	Dalarna	S	0910	6722345	515902	Gimmen_1	G21-07	G54-10	0.4104	Gim	NA	NA	NA	NA	NA	NA	Gimmen_1	G21-07	G54-10	0.4104	Gim	Sil	Sil	NA	NA	0.227051	0.227051	2005	NA	NA	0	0	0	0	2009	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2010/11	2010	NA	15	pack	Gimmen	NA	S	NA	6724979	518066	Gimmen_1	G21-07	G54-10	0.4104	Gim	NA	NA	NA	NA	NA	NA	Gimmen_1	G21-07	G54-10	0.4104	Gim	Sil	Sil	NA	NA	0.227051	0.227051	2005	NA	NA	0	0	0	0	2009	NA	1	1	1	6	6	1	0	0	0	1																																																												
2011/12	2011	NA	16	pack	Gimmen	NA	S	NA	6737055	509884	Gimmen_1	G21-07	G54-10	0.4104	Gim	NA	NA	NA	NA	NA	NA	Gimmen_1	G21-07	G54-10	0.4104	Gim	Sil	Sil	NA	NA	0.227051	0.227051	2005	NA	NA	0	0	0	0	2009	0?	1	1	0	5	5	0	0	0	0	1																																																												
1999/00	1999	4.3.3.	10	scent_marking_pair	Glaskogen	Varmland	S	9900	6586523	358007	Glaskogen1	G1-02	M-02-12	0.2969	Gla1	NA	2002-01-31	NA	NA	2002-01-31	2004-02-07	Glaskogen1	G1-02	M-02-12	0.296875	Gla1	Fre	arj	NA	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2000/01	2000	NA	11	pack	Glaskogen	NA	S	NA	6590407	355526	Glaskogen1	G1-02	M-02-12	0.2969	Gla1	NA	2002-01-31	NA	NA	2002-01-31	2004-02-07	Glaskogen1	G1-02	M-02-12	0.296875	Gla1	Fre	arj	NA	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	1	1	6	7	1	0	1	0	1																																																												
2001/02	2001	NA	10	pack	Glaskogen	NA	S	NA	6567894	356932	Glaskogen1	G1-02	M-02-12	0.2969	Gla1	NA	2002-01-31	NA	NA	2002-01-31	2004-02-07	Glaskogen1	G1-02	M-02-12	0.296875	Gla1	Fre	arj	NA	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	1	1	1	0	8	8	0	0	1	1	0																																																												
2008/09	2008	4.3.9.	37	scent_marking_pair	Glaskogen	Varmland	S	0809	6588222	356011	Glaskogen_2	G26-09	G7-09	0.29718	Gla2	NA	NA	NA	NA	NA	NA	Glaskogen_2	G26-09	G7-09	0.29718	Gla2	Ack	Eds	NA	2007	0.305908	0.270508	NA	NA	NA	0	0	0	0	2008	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2009/10	2009	NA	25	pack	Glaskogen	NA	S	NA	6593054	353127	Glaskogen_2	G26-09	G7-09	0.29718	Gla2	NA	NA	NA	NA	NA	NA	Glaskogen_2	G26-09	G7-09	0.29718	Gla2	Ack	Eds	NA	2007	0.305908	0.270508	NA	NA	NA	0	0	0	0	2008	NA	1	1	1	4	4	1	0	1	0	1																																																												
2010/11	2010	NA	31	pack	Glaskogen	NA	S	NA	6600858	347718	Glaskogen_2	G26-09	G7-09	0.29718	Gla2	NA	NA	NA	NA	NA	NA	Glaskogen_2	G26-09	G7-09	0.29718	Gla2	Ack	Eds	NA	2007	0.305908	0.270508	NA	NA	NA	0	0	0	0	2008	0	1	1	0	8	8	0	0	0	0	1			"During_the_winter_was_never_more_than_2_wolves_tracked,_but_the_DNA_showed_six_different_puppies"																																																									
2011/12	2011	NA	58	scent_marking_pair	Glaskogen	Varmland	S	1112	6597461	344965	Glaskogen_3	G27-12	G56-11	0.3106	Gla3	NA	NA	NA	NA	NA	NA	Glaskogen_3	G27-12	G56-11	0.3106	Gla3	Ful1	Gla2	NA	NA	0.261963	0.29718	NA	NA	NA	0	0	0	0	2011	NA	1	0	NA	0	0	0	1	0	0	1																																																												
1999/00	1999	4.3.1.	8	scent_marking_pair	Grangarde	Dalarna	S	9900	6689447	495485	Grangarde	M-98-04	M-00-04	0.2148	Gran	1998-12-15	2000-02-01	1998-12-14	2007-04-29	2000-01-31	2000-11-16	Grangarde	M-98-04	M-00-04	0.214844	Gran	Le1	Hag1	1998	1995	0.1875	0.125	NA	NA	NA	0	0	0	0	1999	NA	1	0	NA	0	0	0	1	1	1	1																																																												
2000/01	2000	NA	8	pack	Grangarde	NA	S	NA	6680488	490578	Grangarde	M-98-04	M-00-04	0.2148	Gran	1998-12-15	2000-02-01	1998-12-14	2007-04-29	2000-01-31	2000-11-16	Grangarde	M-98-04	M-00-04	0.214844	Gran	Le1	Hag1	1998	1995	0.1875	0.125	NA	NA	NA	illegal_hunting_likely_	M-00-04	F	0	1999	2	1	1	1	4	4	1	0	1	1	0			"The_bitch_disappeared_in_November,_but_the_5_include_her"																																																									
1999/00	1999	4.3.2.	9	scent_marking_pair	Gravendal	Dalarna/orebro	S	9900	6652317	482008	Gravendal	G2-01	M-02-03	0.2695	Grav	NA	2002-01-13	NA	NA	2002-01-13	2003-02-25	Gravendal	G2-01	M-02-03	0.269531	Grav	arj	Hag2	NA	1998	0.234375	0.125	NA	NA	NA	0	0	0	0	1999	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2000/01	2000	NA	9	pack	Gravendal	NA	S	NA	6640557	485282	Gravendal	G2-01	M-02-03	0.2695	Grav	NA	2002-01-13	NA	NA	2002-01-13	2003-02-25	Gravendal	G2-01	M-02-03	0.269531	Grav	arj	Hag2	NA	1998	0.234375	0.125	NA	NA	NA	0	0	0	0	1999	1	1	1	1	5	0	1	0	1	0	0																																																												
2004/05	2004	4.3.6.	20	scent_marking_pair	Grasmark	Varmland/Hedmark	NS	0405	6669893	370196	Grasmark_1	M-06-11	M-06-10	0.2676	Gra1	2006-02-13	2006-02-13	2006-02-13	2008-03-27	2006-02-13	2007-07-05	Grasmark_1	M-06-11	M-06-10	0.267578	Gra1	Fur	Gra	2002	2002	0.1875	0.296875	NA	NA	NA	0	0	0	0	2004	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2005/06	2005	NA	4	pack	Grasmark	NA	NS	NA	6678339	358266	Grasmark_1	M-06-11	M-06-10	0.2676	Gra1	2006-02-13	2006-02-13	2006-02-13	2008-03-27	2006-02-13	2007-07-05	Grasmark_1	M-06-11	M-06-10	0.267578	Gra1	Fur	Gra	2002	2002	0.1875	0.296875	NA	NA	NA	0	0	0	0	2004	NA	1	1	1	5	0	1	0	1	1	1																																																												
2006/07	2006	NA	3	pack	Grasmark	NA	NS	NA	6678238	363724	Grasmark_1	M-06-11	M-06-10	0.2676	Gra1	2007-03-11	2006-02-13	2006-02-13	2008-03-27	2006-02-13	2007-07-05	Grasmark_1	M-06-11	M-06-10	0.267578	Gra1	Fur	Gra	2002	2002	0.1875	0.296875	NA	NA	NA	0	0	0	0	2004	NA	1	1	0	5	6	0	0	1	0	1																																																												
2007/08	2007	NA	2	pack	Grasmark	NA	NS	NA	6674901	364551	Grasmark_1	M-06-11	M-06-10	0.2676	Gra1	2007-03-11	2006-02-13	2006-02-13	2008-03-27	2006-02-13	2007-07-05	Grasmark_1	M-06-11	M-06-10	0.267578	Gra1	Fur	Gra	2002	2002	0.1875	0.296875	NA	NA	NA	0	0	0	0	2004	1	1	1	0	4	5	0	0	1	0	1																																																												
2008/09	2008	NA	17	pack	Grasmark	NA	S	NA	6666888	375411	Grasmark_2	G14-06	M-06-10	0.3179	Gra2	NA	2006-02-13	NA	NA	2006-02-13	2007-07-05	Grasmark_2	G14-06	M-06-10	0.317871	Gra2	Has2	Gra	2006	2002	0.433594	0.296875	2006	NA	NA	0	0	0	0	2008	1	NA	2	?	4	6	0	0	1	0	1			"New_male,_G14-06_Same_bitch_M06-10_"																																																									
2009/10	2009	4.3.6.	34	scent_marking_pair	Grasmark	Varmland/Hedmark	NS	0910	6688628	372734	Grasmark_3	G13-10	M-06-10	0.2673	Gra3	NA	2006-02-13	NA	NA	2006-02-13	2007-07-05	Grasmark_3	G13-10	M-06-10	0.267334	Gra3	app	Gra	NA	2002	0.274902	0.296875	2008	NA	NA	0	0	0	0	2009	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2010/11	2010	NA	5	pack	Grasmark	NA	NS	NA	6680465	373726	Grasmark_3	G13-10	M-06-10	0.2673	Gra3	NA	2006-02-13	NA	NA	2006-02-13	2007-07-05	Grasmark_3	G13-10	M-06-10	0.267334	Gra3	app	Gra	NA	2002	0.274902	0.296875	2008	NA	NA	0	0	0	1	2009	1	1	1	1	4	0	1	0	1	0	1																																																												
2011/12	2011	NA	53	scent_marking_pair	Grasmark	Varmland	S	1112	6681767	375480	Grasmark_3	G11-11	M-06-10	0.276245	Gra4	NA	2006-02-13	NA	NA	2006-02-13	2007-07-05	Grasmark_4	G11-11	M-06-10	0.276245	Gra4	Ful1	Gra	NA	2002	0.261963	0.296875	NA	NA	NA	0	0	0	0	2011	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA																																																												
2000/01	2000	4.3.1	13	scent_marking_pair	Grafjell	Hedmark	N	0001	6836787	306080	Grafjell	M-01-09	M-01-10	0.2969	Gra	2001-02-12	2001-02-12	2001-02-12	2005-05-16	2001-02-12	2005-01-21	Grafjell	M-01-09	M-01-10	0.296875	Gra	Hag2	Kop1	1996	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	2000	NA	1	0	0	0	0	0	1	1	1	1																																																												
2001/02	2001	NA	1	pack	Grafjell	NA	N	NA	6815168	307663	Grafjell	M-01-09	M-01-10	0.2969	Gra	2001-02-12	2001-02-12	2001-02-12	2005-05-16	2001-02-12	2005-01-21	Grafjell	M-01-09	M-01-10	0.296875	Gra	Hag2	Kop1	1996	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	2000	NA	1	1	1	3	0	1	0	1	1	1																																																												
2002/03	2002	NA	2	pack	Grafjell	NA	N	NA	6811542	308386	Grafjell	M-01-09	M-01-10	0.2969	Gra	2003-01-18	2003-01-18	2001-02-12	2005-05-16	2001-02-12	2005-01-21	Grafjell	M-01-09	M-01-10	0.296875	Gra	Hag2	Kop1	1996	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	2000	NA	1	1	0	6	0	0	0	1	1	1																																																												
