"","X","ID_individual","ID","ID_rand","Sex","x","y","Category","Year","human_1","humanlands_1","agri_1","forest_1","mires_1","water_1","mountains_1","roadens_sec1","mainroad_1","bear_1","dem_1","slope_1","roughness_1","roadbuild_1","moose_dens","Clusters","wolf_density","dist"
"11",11,"D-01-18",221,11,"M",280821.237976886,6782530.67678682,"Available",1998,28.5881776717801,0.000491417624514931,0.010911588070302,0.573980147618307,0.264897459459881,0.0321268950120324,0.117606387262228,0.57470745092875,0.224555974496911,0.0558749470355894,670.390415438904,3.25677177800898,30.4451897934081,36.2571508587305,0.273517918330113,1,0,271554.496324403
"12",12,"D-01-18",9,NA,"M",270513,6863311,"Established",1998,1.26579206876373,0.000128703308243627,0.00537851871876091,0.557150063855267,0.0736799165407249,0.00552834058169575,0.358485383262874,0.253722037876671,0.112345935143268,0.0529391816749152,844.508245965345,6.78806162542061,63.7809242629449,6.42997259452266,0.190246141252198,1,2,271554.496324403
"13",13,"D-01-18",9,NA,"M",464668,6673454,"Natal",1998,10.9672512589276,0.00349114941087938,0.00383295850460711,0.803240346472505,0.113250347784884,0.0761061275986638,0,0.946508199934021,0.239468361253009,0.0893342146722642,341.124880528211,2.94075621800066,28.7343835365187,13.6871763554388,0.186073311893388,5,1,271554.496324403
"14",14,"D-03-15",262,1,"F",499774.953052411,6662086.20678383,"Available",2002,12.50655661916,0.0368606047973761,0.0207371842179921,0.78217885101296,0.0395807742656805,0.120619325667606,0,1.11852463215978,0.355812880008431,0.0744656788987296,257.320606688671,2.79305547415836,26.9338834730511,117.441111928419,0.216211178265299,2,1,206923.286347864
"15",15,"D-03-15",262,2,"F",479415.802558378,6699511.73464334,"Available",2002,8.85587736841658,0.00920634966614502,0.0237543870089418,0.832928353272288,0.0721780267272644,0.0619560809068868,0,1.08082924264735,0.262339039258829,0.205800106182251,277.262549513991,2.48998307850641,24.364568192156,41.4364176259406,0.188497686086419,5,0,206923.286347864
"16",16,"D-03-15",262,3,"F",342816.611301225,6803009.63576703,"Available",2002,2.42371961749323,0.00159558762580126,0.0143971197814832,0.747676920829066,0.165750479029468,0.0380415975924765,0.0336175005506592,0.441493732184172,0.218996422102637,0.17630727767025,594.11871695717,4.29982212420068,40.0415471028111,16.1867627081532,0.379463421692809,4,2,206923.286347864
"17",17,"D-03-15",262,4,"F",332441.559602389,6512390.18314576,"Available",2002,14.4439470332749,0.00624568646023181,0.217463508002154,0.67337426963777,0.0509225441624746,0.0520462005733999,0,0.93982860562555,0.448692854081166,4.60530159222416e-05,139.96668591754,1.7753927003542,18.7539690005619,53.8480290284526,0.120828329926622,2,2,206923.286347864
"18",18,"D-03-15",262,5,"F",401951.695435506,6686526.79765875,"Available",2002,3.44442917353715,0.00466522220736438,0.0274352785969206,0.839901871675103,0.0847089369766118,0.0435990921451209,0,0.922098894021706,0.274031169137244,0.0691939389708232,259.967237322956,3.46341876373034,33.0884087136315,22.1351172275849,0.466936707712413,6,1,206923.286347864
"19",19,"D-03-15",262,6,"F",521682.970214179,6653181.85438949,"Available",2002,11.1783055399422,0.0222659020110591,0.0444362324189355,0.802902411379263,0.0214739831439872,0.108998538012601,0,1.17332979546015,0.351069600830824,0.0571384137137136,217.480305939362,2.51695028648618,24.8990740325317,89.2343608006881,0.221405174718547,2,0,206923.286347864
"20",20,"D-03-15",262,7,"F",521501.411302592,6717707.50961269,"Available",2002,36.2376225143254,0.079476539703241,0.0906317205945042,0.716336916176286,0.0104909661527835,0.103176436233981,0,1.10540094392333,0.433113752220357,0.343239490521358,204.739496300594,2.80098434176966,27.1885995515324,296.90212536873,0.101522019405557,3,0,206923.286347864
"21",21,"D-03-15",262,8,"F",421273.25687936,6658842.32127217,"Available",2002,6.64276351521429,0.0170096056704487,0.0515160804598171,0.778822568525416,0.0502903295543064,0.101950283346635,0,0.955728041320714,0.320440557155499,0.0395884270915349,219.337495601274,3.04443934032619,29.1355410141332,58.5426259187047,0.292538426581775,2,1,206923.286347864
"22",22,"D-03-15",262,9,"F",384699.838421223,6664532.00015898,"Available",2002,5.76381118622066,0.0130987869405139,0.0540430789103815,0.823161226092163,0.0366200282809661,0.0736121411112894,0,1.0434987144862,0.304752495394617,0.0324968041116283,219.624970126569,3.61212220814724,35.1828259586984,49.0240948095491,0.499954962381503,6,1,206923.286347864
"23",23,"D-03-15",262,10,"F",495346.87811864,6664508.88866238,"Available",2002,13.4602722153226,0.03350446862638,0.018683430489926,0.785227358514334,0.0572135860526901,0.105066059985819,0,1.08834961351458,0.33918136339491,0.079584331171543,265.386963152373,2.74033343937116,26.5007347949758,111.089300382154,0.206152601670992,2,1,206923.286347864
"24",24,"D-03-15",262,11,"F",420398.900786615,6786533.3256415,"Available",2002,1.49761048781261,0.00616954485837576,0.00625619149954516,0.735869460725253,0.221485815513227,0.030201983115086,4.16570969485762e-06,0.633749146869559,0.23074275158686,0.538149251499226,456.478637270984,2.1136422400214,20.2812997996472,15.2729624122952,0.263497353448008,4,0,206923.286347864
"25",25,"D-03-15",197,NA,"F",314914,6776320,"Established",2002,10.3350010808986,0.00118438758934354,0.027674847926591,0.842155622267293,0.104450380408022,0.0141788147132392,0.0112988069238984,0.706464219618369,0.25926348324647,0.0868656941704956,418.439851233989,3.69357245421686,34.410421042819,9.19550850269764,0.452408495093355,6,2,206923.286347864
"26",26,"D-03-15",197,NA,"F",482882,6655473,"Natal",2002,11.0450461100201,0.00811460589400689,0.00782721033984629,0.81517951414052,0.0987029918187805,0.0699203953917536,0,1.03007497402008,0.299019784432598,0.0554899866067637,295.312030763545,2.80505064763625,27.4937786979341,20.956829721075,0.29707200496668,5,2,206923.286347864
"27",27,"D-04-07",233,1,"M",441170.501912857,6732109.29987351,"Available",2003,3.75726573965036,0.0159053436084988,0.0106088559729738,0.750237503285763,0.170457138588446,0.0528008160378071,0,0.891658193826675,0.220906277811793,0.314865834478502,350.569073788215,2.09650534316551,20.1067730299845,55.2865589921843,0.168526040525368,5,0,237262.763418536
"28",28,"D-04-07",233,2,"M",362827.748303035,6808590.13899828,"Available",2003,2.27348221548755,0.00231123598600211,0.013766147894743,0.72051815046823,0.146819193932155,0.0103081102162137,0.107244786712899,0.354701754855705,0.194738056217607,0.266713140636436,640.48928436307,4.67366802994405,43.4068313139079,18.1403726597492,0.355649822008005,1,0,237262.763418536
"29",29,"D-04-07",233,3,"M",377227.258091453,6851806.71129761,"Available",2003,1.027,0.00919487398715918,0.00206189263427754,0.75954539976922,0.156035546262297,0.04034083059207,0.0331001179190805,0.35782262492026,0.140578677958699,0.427635890609566,633.609826567679,2.53860876886569,23.9052521098823,19.6095511091223,0.159677475219,4,0,237262.763418536
"30",30,"D-04-07",233,4,"M",469296.433161295,6714731.06807848,"Available",2003,7.003963580981,0.0119268637846139,0.0321316630072567,0.778896746438179,0.095663915339919,0.0816541996562896,0,1.00674405948274,0.269978925475418,0.278841519896608,289.144630043594,2.23872245577301,22.0997425995192,44.6382552632206,0.227399265956977,5,0,237262.763418536
"31",31,"D-04-07",233,5,"M",377665.801132044,6814367.41354841,"Available",2003,1.83911111127711,0.000908479223438464,0.00482984315605012,0.607832407142825,0.0865547790526224,0.00744070690906154,0.292892667152056,0.321034258963475,0.147916428506059,0.361633321296375,704.77327912329,4.60013256558745,42.0520054588337,9.968218365565,0.277785186961137,1,0,237262.763418536
"32",32,"D-04-07",233,6,"M",326627.416306293,6846803.62025975,"Available",2003,0.747773418928739,5.13131337316292e-05,0.00457299311008634,0.548702134824961,0.116989204315385,0.0120432540342374,0.318163202055144,0.256614121248225,0.104488370339559,0.160134508292737,794.655118460116,5.19236835800161,48.6993218045771,15.4441034900465,0.113535665395739,1,2,237262.763418536
