"","X","ID","moose1998_dens","moose1999_dens","moose2000_dens","moose2001_dens","moose2002_dens","moose2003_dens","moose2004_dens","moose2005_dens","moose2006_dens","moose2007_dens","moose2008_dens","moose2009_dens","moose2010_dens","moose2011_dens","human_1","humanlands_1","agri_1","forest_1","mires_1","water_1","mountains_1","roadens_sec1","mainroad_1","bear_1","dem_1","slope_1","roughness_1","roadbuild_1","build_1","Category","ID_individual","Year","Sex","x","y"
"1",1,1,0.188027258971636,0.192031190471961,0.193774626312246,0.200345132950839,0.193087512070633,0.198813404822711,0.173075175066359,0.175913143070076,0.171265063475129,0.198735587200937,0.19938320539952,0.18926340265191,0.194514091521551,0.286689026559941,7.17767450450237,0.00263315234519482,0.00504169497952469,0.783474526195764,0.101246025703339,0.107353974833985,0,0.883402161359787,0.261984856558957,0.0605233776183359,292.31255187895,2.61135339055309,25.3634390246739,13.2156520339325,1.95340345293742,"Established","M-09-16",2006,"M",444503,6666064
"2",1,1,0.477746424498148,0.511668704143114,0.547373732556513,0.550925228244543,0.5754588059103,0.50588910490106,0.478471884535518,0.470960112934715,0.411915591529007,0.442907642481211,0.44226794025167,0.459045229704587,0.431043100486835,0.412586303275607,4.4073065674337,0.00281186297949115,0.0114714273512633,0.83979249936213,0.100888339776122,0.0449344355552789,0,0.800009959353182,0.233754244448547,0.109390959767313,395.443362430728,3.81811736990577,35.9447383887533,10.8734822746969,1.53855704596491,"Natal","M-09-16",2006,"M",366248,6731608
"3",2,2,0.184785069754617,0.189307474212924,0.197444189515424,0.203675613781408,0.200935382805591,0.216684761049162,0.188604304174984,0.186946721398995,0.183918257577576,0.181521485028324,0.183220394521939,0.172274287818049,0.174717280538136,0.269524602285112,7.41526310521057,0.00127627588490897,0.00502846037303175,0.786147731386002,0.10602482383075,0.10119714471998,0,0.881497510476503,0.247860209217801,0.0738125674858638,318.651395797894,2.76053089797964,26.7197761003623,10.9240428967876,1.90039882879772,"Established","G45-12",2011,"M",447382,6671731
"4",2,2,0.486071682011282,0.480279882236323,0.474020533805823,0.465243357028833,0.453715338007327,0.411453876915883,0.335267948798946,0.348069514180305,0.328537620963717,0.364604940837551,0.378713928824144,0.429947516063985,0.448712296427768,0.446068633007708,9.47389158208284,0.00387294426838513,0.0235899174306712,0.861631318855873,0.0335947242783631,0.0766415708037001,0,1.0085930480361,0.309035784907718,0.0224080711199164,253.351665715703,3.56990716521235,35.0113585481185,21.6041916102952,1.82379504728168,"Natal","G45-12",2011,"M",375851,6653901.333
"5",3,3,0.194417269048525,0.197800906143709,0.204366911622184,0.206625246949131,0.200078989647923,0.188004900048337,0.16437387312064,0.166955652863054,0.16197031364829,0.209121590516121,0.215206602332379,0.211445237280906,0.216664400360656,0.302199593570165,6.41445522495401,0.0156243493966188,0.0247888918701599,0.769097646799981,0.0793193690280716,0.110915753784399,0,0.890258089948442,0.289622765500147,0.0541183403391106,262.187976812232,2.7400392280097,26.2129182450467,44.8031004198926,2.11439702097992,"Established","M-09-17",2005,"M",432812,6665807
"6",3,3,0.237758292551716,0.244451760674318,0.224129824337076,0.206242752375303,0.216773978280728,0.20189461332094,0.171399738449405,0.141839228842848,0.123662193050238,0.113838101355195,0.119257958216456,0.0865187280247204,0.100846586326091,0.126991550410309,4.70183190524557,0.00579196352882171,0.0164657110822624,0.804738142490711,0.0978041895266284,0.0754941344715514,0,0.959190592288971,0.158233355955667,0.866972140926413,298.517645869806,2.23656384946019,21.448743024652,19.4167821122745,2.09681218647181,"Natal","M-09-17",2005,"M",511936,6789434
"7",4,4,0.434847293461597,0.453063991827156,0.406652658387826,0.334596707045052,0.296079413213216,0.305878558121938,0.258730597022933,0.203664965619699,0.203075695799012,0.196576163699391,0.109537471269085,0.125817385887448,0.172547102728121,0.237155315004662,6.43471716281974,0.00125601685051758,0.00534810501084985,0.800477865238238,0.0719840358675521,0.120448060147635,0,0.951444321321342,0.152789799937475,0.727586415381534,297.357195135591,2.51267830909562,24.1768737733178,12.1378872484384,1.90425595907468,"Established","M-05-02",2003,"M",533935,6777300
"8",4,4,0.203514798023105,0.207488076902078,0.196417464974083,0.196301973738728,0.177134533102776,0.155752567087872,0.151696561349272,0.157817579683522,0.153021145194784,0.244675259166289,0.241100441508392,0.240862116969716,0.256257043563403,0.333912356905352,9.81438275896279,0.0112832575143718,0.0206746991539653,0.812708725166336,0.0719027772433066,0.083317063196919,0,1.0068772574246,0.307503867697438,0.0190695950242477,239.570211159245,2.74743037163548,26.9276118714225,36.6850485944365,2.17943465318068,"Natal","M-05-02",2003,"M",443491,6631585
"9",5,5,0.504494824063396,0.512035344229067,0.469423003653085,0.365164948704782,0.315547344309791,0.335005611203524,0.288961719167614,0.236502316006107,0.244114847621768,0.216961966044768,0.115692529040824,0.125496047171673,0.199765564488614,0.239147089014267,10.9372809756365,0.00108196965755987,0.00465782850877061,0.804726401158312,0.0891163267300085,0.100291081599349,0,1.00824235382682,0.171145663137237,0.629782943036443,321.966327317412,2.55435578007745,25.1667171654879,9.53267562364947,1.87892819968896,"Established","D-10-30",2007,"M",550568,6775367
"10",5,5,0.477746424498148,0.511668704143114,0.547373732556513,0.550925228244543,0.5754588059103,0.50588910490106,0.478471884535518,0.470960112934715,0.411915591529007,0.442907642481211,0.44226794025167,0.459045229704587,0.431043100486835,0.412586303275607,4.4073065674337,0.00281186297949115,0.0114714273512633,0.83979249936213,0.100888339776122,0.0449344355552789,0,0.800009959353182,0.233754244448547,0.109390959767313,395.443362430728,3.81811736990577,35.9447383887533,10.8734822746969,1.53855704596491,"Natal","D-10-30",2007,"M",366248,6731608
"11",6,6,0.139212098252519,0.143295423326788,0.165695551444252,0.164707651603248,0.181753989486738,0.186077564879305,0.159664587623333,0.153537007549435,0.147078576568235,0.140663582869988,0.147775111111686,0.143256698816436,0.1450943700164,0.264879192841119,3.42548685531304,0.00423809101663073,0.0162044662098879,0.72812076898503,0.184571897824962,0.0669474280849839,0,0.788629964712154,0.257870830092688,0.160754632722534,360.401441913909,2.52204596645557,24.268099656769,17.6871028622557,1.88786044126608,"Established","D07-27",2005,"M",435558,6704387
"12",6,6,0.388348207150542,0.400686688593515,0.417208918574544,0.439897407982042,0.434945013111204,0.341422787521932,0.356499906516937,0.369845646149157,0.559150632333915,0.621681078783823,0.526744048620104,0.522726126449828,0.471483202362289,0.415785073059917,7.94080065760723,0.00117660609750252,0.0205364825988457,0.846763387846621,0.10352739189955,0.0163638135411738,0.0112534127553795,0.681998576513512,0.231903040023469,0.0916483828042191,429.544854526913,3.88896198565896,36.310888376024,8.18988295822246,1.1321143361925,"Natal","D07-27",2005,"M",315419,6781369
"13",7,7,0.34434348772822,0.355714852060318,0.375279939630412,0.39908719648503,0.375254286808638,0.328372859853154,0.346444265512978,0.357736531191487,0.519456689849019,0.568567893810034,0.492588382155058,0.479962560915953,0.449497082824791,0.408071747875123,24.5923307436114,0.00117542831362114,0.0147879191496294,0.752329530164505,0.186907229380412,0.0112769901430884,0.034394844947888,0.672035438251925,0.250474807772078,0.0668839913892542,518.778141568217,3.5535728230704,33.0066782923766,14.7613852794821,1.21287083737537,"Established","D-05-14",2004,"M",297745,6775695
"14",7,7,0.373986814052607,0.381908099642764,0.34811208756325,0.293319283155459,0.27252698407617,0.258517356900873,0.221787987770547,0.1901528465051,0.192615818618364,0.26701286552315,0.235414139804445,0.238207643550731,0.305219226814942,0.2858372531377,10.3269429047889,0.00391365332260422,0.0229827991660761,0.860564588319131,0.0653849044779199,0.0470680456958963,0,1.08713071429729,0.211931187945885,0.455434864700421,258.065372922084,2.40477510703502,24.0385104482435,19.7751333680552,1.8182285544259,"Natal","D-05-14",2004,"M",575138,6769118
"15",8,8,0.337602651022345,0.349493341705617,0.36933432482461,0.393154676473824,0.369878800023217,0.328856894092138,0.347696389232154,0.358686428227557,0.504031536399916,0.55034856198223,0.485506261047024,0.472528037929612,0.445821477869927,0.404915632524637,26.5242187196666,0.00118458716396,0.017361716113066,0.746917399975922,0.189291874990889,0.0104717121593664,0.0355383261820584,0.666565997004509,0.268002988776992,0.0648847253162119,528.321794279483,3.57842362582607,33.207996132051,15.600041560686,1.22342725731277,"Established","G19-12",2011,"M",296308,6774597
"16",8,8,0.188389802170957,0.193081108001009,0.199016893678295,0.205662863920866,0.201071660097645,0.216110008922406,0.188302155477448,0.187259704135368,0.184134195598061,0.185817698562912,0.187004361650641,0.175851937184099,0.178631936450623,0.271908046099343,8.15206976030198,0.00274933925108844,0.00509184109471488,0.786441215036665,0.106570499857477,0.0986732101506187,0,0.892784157318032,0.248453446813349,0.0695752637616032,315.967808617321,2.77229839128587,26.9077185958718,14.4766220385973,1.95681428805079,"Natal","G19-12",2011,"M",449985,6669074
"17",9,9,0.190246141252198,0.17218891911841,0.183306560539505,0.198587082811823,0.194795140549678,0.173379147921568,0.1988455480135,0.212088825012473,0.237386269556908,0.222087979204372,0.224549171638178,0.222796899651181,0.230525646018255,0.22371913025126,1.26579206876373,0.000128703308243627,0.00537851871876091,0.557150063855267,0.0736799165407249,0.00552834058169575,0.358485383262874,0.253722037876671,0.112345935143268,0.0529391816749152,844.508245965345,6.78806162542061,63.7809242629449,6.42997259452266,1.16019991134719,"Established","D-01-18",1998,"M",270513,6863311
"18",9,9,0.186073311893388,0.191369825497218,0.203673201565318,0.210291110959779,0.210090811175732,0.236930593561665,0.206453583360277,0.200287261819495,0.199133719697899,0.166354158899203,0.16829358285598,0.156007270928634,0.155473805886163,0.252353241424507,10.9672512589276,0.00349114941087938,0.00383295850460711,0.803240346472505,0.113250347784884,0.0761061275986638,0,0.946508199934021,0.239468361253009,0.0893342146722642,341.124880528211,2.94075621800066,28.7343835365187,13.6871763554388,1.93214962937291,"Natal","D-01-18",1998,"M",464668,6673454
"19",10,10,0.349159685746677,0.339311930164743,0.340956836224699,0.360838303556727,0.36389858982317,0.386600160553217,0.383496605762413,0.420805503526083,0.425859632410232,0.415262116448452,0.426778245130524,0.462870093064675,0.420649263247191,0.416880050540739,37.8722196522865,0.00853570457306279,0.162923337082334,0.691274942470741,0.0314598689015124,0.0847350984858524,0.0233560710086755,0.513147975226681,0.502160582012801,0.00602983157850264,205.988469387615,3.2738854840047,32.8161469597328,20.1213796899944,1.28550955508328,"Established","G69-10",2010,"M",299874,6645793
"20",10,10,0.281420868249295,0.279163155942093,0.297477580905434,0.302782392113399,0.29707200496668,0.31843892826602,0.274011453267152,0.251820794652949,0.245452779489186,0.219745681971149,0.20742375125055,0.206582440761994,0.217887573209299,0.266288729824456,11.0450461100201,0.00811460589400689,0.00782721033984629,0.81517951414052,0.0987029918187805,0.0699203953917536,0,1.03007497402008,0.299019784432598,0.0554899866067637,295.312030763545,2.80505064763625,27.4937786979341,20.956829721075,1.98676210112935,"Natal","G69-10",2010,"M",482882,6655473
"21",11,11,0.158982978675645,0.163906085013883,0.163101761657728,0.136700696454101,0.132644361594187,0.109642717127295,0.133090934929792,0.127550562131703,0.124744602388431,0.196243630769988,0.168030492471979,0.210696034893847,0.261620397996872,0.339383379114056,35.6612278259241,0.00815792669423727,0.1950382430955,0.635981040037628,0.0815630702986831,0.0783000717952555,0.000110095783013555,0.969366245574646,0.369936370794161,0.00489218213069913,121.213537385745,1.53701991123318,15.6583751614223,38.8001783207883,1.9894236601703,"Established","G104-11",2011,"M",445007,6596106
"22",11,11,0.377916842721019,0.452116508457939,0.483862205817187,0.519555249697198,0.540474419485165,0.458638182045228,0.476031957136611,0.483241761599361,0.456445729142504,0.46797138779375,0.514592038690499,0.520340333116796,0.4836645177279,0.45200822181998,9.56372564126099,0.000337298718108538,0.0536267643500733,0.80003113289529,0.115784155418756,0.0217950168144989,0.00873522132346544,0.821963456160056,0.287962106391532,0.0879424415729787,356.506126738227,3.34957585954312,31.603701273256,9.56891807758181,1.14775697062024,"Natal","G104-11",2011,"M",337318,6747286
"23",12,12,0.279454723873095,0.299525417742325,0.258678213246546,0.243902872570367,0.214515037618593,0.20830451599087,0.180290695066833,0.153482401455568,0.0975632398611703,0.0753713405233881,0.1390266176628,0.155614762795766,0.172538210596826,0.225201456476845,21.8654050542159,0.00596973326674941,0.0230554506918272,0.84511818725287,0.0604020684107858,0.0650717194404732,0,0.998603083111264,0.21869179413485,0.520513367436527,290.979814827772,3.00031972023193,29.0176302620643,37.1087247233469,2.06953948530919,"Established","G50-12",2011,"M",546780,6750738
"24",12,12,0.491892261999468,0.498376041147655,0.457584984345592,0.356985018691277,0.310691689668324,0.326495550876354,0.282064823740172,0.232789955525305,0.240482100468407,0.221948015353624,0.131536474017877,0.139266793747123,0.214270221956547,0.243138542858067,11.6356625865232,0.000685195793890826,0.00473905674379488,0.842866552087699,0.0954229475732555,0.0561929879619136,0,1.04882014101137,0.200932162754645,0.547612739195112,317.398734954704,2.486276182618,24.8945600687044,5.85280858284497,1.78586177647593,"Natal","G50-12",2011,"M",563005,6773928
"25",13,13,0.464902669358954,0.455960604398469,0.442215141920908,0.444086117165834,0.431808985485628,0.396082261338372,0.313579937112112,0.328379868927971,0.314149535077629,0.350645752601013,0.361189435502309,0.417869368032677,0.439863423657092,0.460377158947695,11.6524615541809,0.00544744079944366,0.0527297967868856,0.82486314320116,0.0279958338288851,0.0885314108497703,0,0.929511892795563,0.342473318001221,0.0151890104355134,212.655428045281,3.1580002675634,30.7934651001436,47.7612429855832,1.93301479054333,"Established","D-11-29",2007,"M",366323,6643061
"26",13,13,0.485305304152272,0.507688804479168,0.524863848731891,0.521145160544772,0.51275990339038,0.46409171433972,0.433043040652647,0.438495821175868,0.412716757673326,0.44328762118685,0.446368406371142,0.481751591822362,0.489393471999645,0.429065388586773,9.80992875988273,0.00252062138253686,0.014281317075124,0.874671486128369,0.0450639745504722,0.0632994819487595,0,1.00632447583642,0.281056365534387,0.0335762788294703,298.664832032778,3.81947892377235,36.6013553602029,14.9999963480846,1.51420972562175,"Natal","D-11-29",2007,"M",364184,6675343
"27",14,14,0.225310366175161,0.232324992453956,0.23639721590384,0.211457167006933,0.192373750753144,0.159630558218413,0.208699288931057,0.188386539135659,0.1961566036955,0.255620545608956,0.252925388687996,0.275654802105033,0.296928757749255,0.349706305208438,28.2096645316281,0.00537062576659762,0.0563902342583063,0.801576473420296,0.0560266492992746,0.0804727433054594,0.000110095783013555,1.01622814190138,0.338466123882351,0.0124359304337955,192.85377617534,2.76505804075148,27.1339826070088,26.8043521189337,2.0186521694541,"Established","G28-09",2009,"M",434512,6620950
"28",14,14,0.418454500589056,0.426435929144875,0.484469457574331,0.444781615792755,0.440511283543437,0.33923844961942,0.306383046204639,0.279904406798633,0.276415231949656,0.301833084305049,0.358630321430564,0.407853813705587,0.393591258565464,0.360342091885022,6.93952414346085,0.0121280174321822,0.0846138411880542,0.758979725438494,0.0399639943158159,0.105149596013085,0,0.998060729549113,0.310270748634843,0.0355030879974291,199.348492737055,3.24204044466638,30.967769665902,57.1449549675381,2.04411113233779,"Natal","G28-09",2009,"M",406532,6659808
"29",15,15,0.144676776042782,0.146748542524376,0.13340553210828,0.122853164271616,0.107293235803484,0.113938965813412,0.0993348085805984,0.102367370445397,0.090298721676864,0.158773831582452,0.230758460167656,0.317782700695641,0.34665232816361,0.27440950302001,76.5522885694561,0.05421430875003,0.213367989489805,0.587035539265448,0.0112873924692803,0.133928428161488,0,1.04439375819741,0.50015360965883,2.4050988343581e-05,62.9878983920838,2.50339704087536,26.3788763388751,221.428372901647,2.6785816689965,"Established","G53-10",2008,"M",319915,6441693
"30",15,15,0.225135443323352,0.238554796124212,0.22245330025581,0.223439300794431,0.229641333102682,0.210731519354311,0.174024396509536,0.153790931534995,0.125264073554241,0.114872402355628,0.13148078148731,0.102963313101827,0.113226528195584,0.157701597436627,4.39698041533363,0.0101767237182119,0.0267287696694865,0.790975056285159,0.124101037975394,0.0474766972257107,0,0.948848329173405,0.18391104466391,0.853671085445801,306.708766179378,1.98303415812136,18.8483691783311,33.9238931988094,2.24959569513189,"Natal","G53-10",2008,"M",502001.75,6783805
"31",16,16,0.160889993748904,0.166131240438567,0.140959669755185,0.142383893441933,0.144332488409741,0.130677139272149,0.109535811658342,0.118401716016373,0.131312972574977,0.158398072474549,0.22238993901765,0.287234100175265,0.351457310444639,0.353983084840178,11.6510050434215,0.00217918107630297,0.210306180599254,0.683043975404222,0.0618558246213324,0.0424214568366276,0,0.946342492115474,0.40746995552086,4.2237378902335e-05,134.322797783873,1.86201935624474,19.2885727671312,40.6565420762392,1.99199789189593,"Established","D-11-26",2007,"M",315960,6514531
"32",16,16,0.485305304152272,0.507688804479168,0.524863848731891,0.521145160544772,0.51275990339038,0.46409171433972,0.433043040652647,0.438495821175868,0.412716757673326,0.44328762118685,0.446368406371142,0.481751591822362,0.489393471999645,0.429065388586773,9.80992875988273,0.00252062138253686,0.014281317075124,0.874671486128369,0.0450639745504722,0.0632994819487595,0,1.00632447583642,0.281056365534387,0.0335762788294703,298.664832032778,3.81947892377235,36.6013553602029,14.9999963480846,1.51420972562175,"Natal","D-11-26",2007,"M",364184,6675343
"33",17,17,0.269900508177476,0.264945694017553,0.239807466709295,0.263864379673511,0.266447979743171,0.27243659877457,0.227278269884596,0.248620455935867,0.225021909767702,0.23892169990915,0.26652522487119,0.274621446387319,0.305056140467394,0.276437660975807,18.1080084453963,0.00462818469823124,0.0441341198314881,0.754137818081365,0.0714773581925657,0.125283724730844,4.48474822453568e-05,0.730517557824012,0.336399981343723,0.000192750807703552,162.999833852959,2.12860044659496,21.2489571739382,34.0496178368486,1.60328196873295,"Established","M-02-08",2001,"M",313223,6544700
"34",17,17,0.166206103328566,0.15065482490591,0.155002082308055,0.171944672994513,0.173525292380983,0.155317224785567,0.186176499792708,0.19247919200516,0.199802733967477,0.179737683942889,0.203267718756309,0.195470117757043,0.20060008721201,0.191358915868668,0.874847098012378,0.000860319739545664,0.0139259258427068,0.815277023765898,0.0772057133999586,0.0276298440844586,0.0658828679333771,0.393037857299105,0.155147583141213,0.0785154660279943,618.815994462036,6.63905742356717,61.9627517772973,10.3127845974685,1.17907765264025,"Natal","M-02-08",2001,"M",290471,6851186
"35",18,18,0.200589744371968,0.204110606586748,0.177303846520347,0.184866210888435,0.186494240442792,0.176849753187033,0.147549716736212,0.159580175273508,0.163257851307778,0.189200763041295,0.243201674988141,0.281631091324743,0.3437502083047,0.338582523421126,13.3407084932572,0.00506662272755905,0.124988072460785,0.716646065187883,0.0873251573182379,0.0659184252682932,0,0.877690757682663,0.384378908527128,6.85214718380737e-05,144.955959539868,1.90257286178578,18.9439696462243,41.1502375797135,1.92392157960165,"Established","D-04-14",2003,"M",310657,6525059
"36",18,18,0.427272678123041,0.423640102209405,0.435198939112768,0.443230413203809,0.443271184652714,0.467371133654849,0.46241494628937,0.481868328809499,0.495535551067205,0.512614543560678,0.532855605004865,0.550651263162314,0.487450128097732,0.460089138796088,13.4885641128303,0.00268287003662642,0.053019387879808,0.7896361871968,0.0717945572799276,0.0765655363317002,0.0063690814819527,0.624153711671456,0.352791267999318,0.0082010512816087,239.539543552991,3.08474968186677,30.5978559774082,14.2771789630228,1.23713249445626,"Natal","D-04-14",2003,"M",318127,6644385
"37",19,19,0.206056009631303,0.209388635976341,0.182847462546168,0.1921385520791,0.193365364179005,0.185756550528004,0.156852322931323,0.168212883112892,0.169782644811084,0.19380267416072,0.245084277978878,0.28008352816387,0.33901783705438,0.3260327311079,14.6803643447577,0.00496778495369445,0.113429497511668,0.726268839751718,0.0890358578511971,0.0661547753302837,0,0.859369692690708,0.382826502518465,7.42897082562208e-05,146.113748112216,1.96715931729016,19.4305691542185,39.0914536368564,1.86951247347981,"Established","G11-06",2005,"M",309254,6526955
"38",19,19,0.477746424498148,0.511668704143114,0.547373732556513,0.550925228244543,0.5754588059103,0.50588910490106,0.478471884535518,0.470960112934715,0.411915591529007,0.442907642481211,0.44226794025167,0.459045229704587,0.431043100486835,0.412586303275607,4.4073065674337,0.00281186297949115,0.0114714273512633,0.83979249936213,0.100888339776122,0.0449344355552789,0,0.800009959353182,0.233754244448547,0.109390959767313,395.443362430728,3.81811736990577,35.9447383887533,10.8734822746969,1.53855704596491,"Natal","G11-06",2005,"M",366248,6731608
"39",20,20,0.255856463222424,0.254495508847344,0.229980477101961,0.252513965534414,0.253001387015678,0.259802592279353,0.224868616459263,0.238738739923421,0.219326119791332,0.229108132920815,0.259119271025233,0.273240542434529,0.302703294888167,0.253747015982815,21.2041921124547,0.00409633289011915,0.043501849634022,0.753511537498385,0.0786526587895621,0.119650589312913,4.53867305288681e-05,0.721739347688182,0.353098963894845,0.000165218299941403,156.253223350212,2.25821802483799,22.1544978033231,30.9522766426988,1.60458271467677,"Established","G28-07",2007,"M",308855,6543143
"40",20,20,0.225135443323352,0.238554796124212,0.22245330025581,0.223439300794431,0.229641333102682,0.210731519354311,0.174024396509536,0.153790931534995,0.125264073554241,0.114872402355628,0.13148078148731,0.102963313101827,0.113226528195584,0.157701597436627,4.39698041533363,0.0101767237182119,0.0267287696694865,0.790975056285159,0.124101037975394,0.0474766972257107,0,0.948848329173405,0.18391104466391,0.853671085445801,306.708766179378,1.98303415812136,18.8483691783311,33.9238931988094,2.24959569513189,"Natal","G28-07",2007,"M",502001.75,6783805
