"","ID","ID_rand","Category","ID_individual","Sex","x","y","Year","human_1","humanlands_1","agri_1","forest_1","mires_1","water_1","mountains_1","roadens_sec1","mainroad_1","bear_1","dem_1","slope_1","roughness_1","roadbuild_1","moose_dens","wolf_density","Clusters"
"2056",159,2,"Available","M-02-09","F",297331.150231954,6644962.81009426,2002,49.0688725482826,0.00991850428256477,0.175754305600632,0.679246342854568,0.0227342994955476,0.0872729207617479,0.0269792372383305,0.49941034646301,0.522307751517428,0.0055932648908108,200.292903769509,3.34856719169282,33.5886971936713,22.4808805072747,0.355790424508063,1,1
"2057",159,3,"Available","M-02-09","F",315169.589426828,6668583.83748521,2002,20.8468171200477,0.00462761438927374,0.154707696986534,0.731020318562877,0.0580859416501989,0.0458478371198252,0.00686165885025701,0.657237679539564,0.44772316283488,0.0143640942824452,243.089602330429,2.8025055498058,27.3296399361672,16.2551540234307,0.420373135837363,2,3
"2058",159,4,"Available","M-02-09","F",308554.235151169,6618850.91789355,2002,14.4424172299488,0.00224716019068425,0.135507504958301,0.734288989379486,0.0391932584122162,0.077609074681639,0.0113777453830631,0.577727989421354,0.427816075551261,0.00326995597828562,193.388461786157,2.83499492862958,27.888441090161,19.1929379804374,0.444031361390412,1,3
"2059",159,5,"Available","M-02-09","F",311802.533376985,6636205.60377917,2002,12.9692654820532,0.00340155417140394,0.0906551106073632,0.762402414974626,0.0658289753413295,0.067965778839763,0.0101877273222365,0.578286078764159,0.380351052788563,0.00584498966776126,226.205319427047,3.05908950226822,30.6581273411693,12.5154159513618,0.433516270781585,2,3
"2060",159,6,"Available","M-02-09","F",324049.131362111,6609980.47732607,2002,6.58896854561759,0.00303662124947503,0.0893817077038361,0.768222198287242,0.0573851751484874,0.081515340330711,0.000325744631957093,0.725760523613159,0.300143395383034,0.00327293487918559,194.019862676902,2.69631839468111,25.9081254354581,41.6385966731731,0.48693005798533,1,3
"2061",159,7,"Available","M-02-09","F",318989.668151443,6658902.72779603,2002,17.2173167536908,0.00114061740462751,0.0354091574689655,0.838113291882821,0.0772909227774004,0.0462452166816721,0.00238833979320191,0.659021113863486,0.391581443213177,0.0121282450082912,269.181629065961,3.0360340951988,29.7536283845011,8.23107536335773,0.442245350326899,0,3
"2062",159,8,"Available","M-02-09","F",338287.318613579,6626383.57931198,2002,9.08902417653206,0.00882144803525681,0.0777262814738569,0.751180435780116,0.061979982107066,0.100604153413307,2.6612069966053e-05,0.807378059219502,0.320622946365271,0.00677232301911637,195.738787271049,2.92034130140095,27.6248663373171,57.2984233078709,0.477607260579719,0,1
"2063",159,9,"Available","M-02-09","F",302457.811527192,6659521.11865262,2002,41.3594881857082,0.00787814549165399,0.247157530316794,0.664409572637758,0.0407831664779938,0.0280333680200327,0.0133598801941975,0.548693111140333,0.542678172468741,0.00915410811544205,211.819210135145,2.80004651729523,27.8525264149831,18.5455548551996,0.356620652090415,2,1
"2064",159,10,"Available","M-02-09","F",315861.027292983,6616328.23180948,2002,9.80531346969526,0.00272940627153686,0.0683143495329682,0.780543142906015,0.0574905955172611,0.0875491740395238,0.00340644020705277,0.648068800583527,0.354877246974702,0.00347465697290546,203.064235459888,2.79963836951074,27.2287713268135,24.243961996475,0.471237420390184,0,3
"2065",159,11,"Available","M-02-09","F",319639.699048611,6618497.19846006,2002,8.41129346819471,0.00152694317721746,0.0494467495824822,0.79086853345292,0.0735619196855398,0.0826042831483111,0.00218489529161918,0.679112181620469,0.324273656725764,0.00398485639971614,213.608846907465,2.86767576477267,27.789682657204,22.3316348820169,0.476306175945909,1,3
"2066",159,NA,"Established","M-02-09","F",328167,6623183,2002,8.27769892689254,0.00392548363653495,0.0589822479773718,0.787535033907253,0.075903837001935,0.0729328216576029,0.000936886725455323,0.743335388331528,0.295623534966699,0.00530771055102464,215.930129368922,2.9146082113129,27.9058968682789,34.8131428734438,0.482143755279314,2,3
"2067",159,NA,"Natal","M-02-09","F",318127,6644385,2002,13.4885641128303,0.00268287003662642,0.053019387879808,0.7896361871968,0.0717945572799276,0.0765655363317002,0.0063690814819527,0.624153711671456,0.352791267999318,0.0082010512816087,239.539543552991,3.08474968186677,30.5978559774082,14.2771789630228,0.443271184652714,2,3
"2068",160,1,"Available","G12-10","F",420965.389276843,6724279.8307236,2010,2.51748963449499,0.018064098265302,0.0108880229829101,0.710298092159782,0.207669892520142,0.0529507937129286,0,0.713902414858341,0.224837384046053,0.212136430892822,410.891459657515,2.54026294840614,24.3084535943464,60.8385918991931,0.142987617719744,1,2
"2069",160,2,"Available","G12-10","F",330786.707567856,6613800.37524598,2010,6.76254345730021,0.0049973885348695,0.0734370507534425,0.788493507595695,0.0640053471374103,0.0687742202490909,3.52974397590361e-05,0.784342872928903,0.276188109748976,0.00411983394207322,205.217809982141,2.76905599415137,26.4611260126769,44.763901852667,0.435081615123719,1,3
"2070",160,3,"Available","G12-10","F",319352.237714935,6593478.56146748,2010,7.57321857298888,0.00412179675118943,0.0866732552044904,0.753856934891057,0.0309246358618125,0.124050030532745,0.000241780229619457,0.658010894547917,0.336334850468431,0.00169990402890196,159.732181630897,2.26901077099541,22.0480816956687,43.634776096301,0.409700987755404,1,1
"2071",160,4,"Available","G12-10","F",353656.421848248,6625016.05330811,2010,11.5927007562975,0.0275753484665644,0.107293781976757,0.705720834510079,0.0211514925837028,0.138558117815032,0,0.87259765458107,0.350296691670331,0.0078898511704496,150.569843256254,2.78225008905123,26.612117363461,139.644826196821,0.442225472356537,0,1
"2072",160,5,"Available","G12-10","F",559371.717232627,6806157.79574919,2010,8.48200256207465,0.0325237115431273,0.111151535050131,0.751292003745059,0.0359767140917421,0.06968327918505,0,1.07929426913971,0.320309421846991,0.630663435425739,188.471821381362,2.47122814910381,24.2142075900219,133.095552933852,0.211526848582526,0,1
"2073",160,6,"Available","G12-10","F",321622.722108754,6639343.76099854,2010,11.3578820976146,0.00171939404152566,0.0411372134796064,0.790562310732775,0.0717492846736589,0.0899148218531209,0.0050385296524927,0.645479011380206,0.339110786172277,0.00759296392995517,231.71459086358,2.99827729584671,29.5913169999778,15.3646108618487,0.483946844134874,2,3
"2074",160,7,"Available","G12-10","F",337966.934548709,6633394.00599559,2010,9.56578034400235,0.0120235814392877,0.0879437141158597,0.745380387667834,0.0636669244609408,0.0910927559257748,0,0.781107596762769,0.34653176415181,0.00826838578274244,191.13648496388,2.77309761437945,26.3016284480977,69.2057088936126,0.467045237624398,0,1
"2075",160,8,"Available","G12-10","F",535281.436531593,6804288.09468953,2010,5.64605756056578,0.0107510795560946,0.0419541136112115,0.827590718244685,0.056557274943465,0.0629501287275475,0,1.08504499051861,0.219873105641067,0.804999048206101,257.968880601532,2.6975244243988,26.4632406955209,46.112827324154,0.147111637189692,0,5
